#Char	Unicode	PinYin	src	ceftab	cnsunipy	HYDZD	hy1	unihanpy	unihandb	checked	modified
駑	U+99D1	nu2	hy1	nu2	nu2	nu2	nu2	nu2	nu2	no	
駒	U+99D2	ju1,ju4	hy1	ju1	ju1	ju1 ju4	ju1,ju4	ju1 ju4	ju1	no	
駓	U+99D3	pi1	hy1	pi1 pi2	pi1	pi1	pi1	pi1 pi2	pi1	no	
駔	U+99D4	zang3 zu4,zu3	hy1	zang3	zang3	zang3 zu4 zu3	zang3 zu4,zu3	zang3 zu3 zu4	zang3	no	
駕	U+99D5	jia4,jia1	hy1	jia4	jia4	jia4 jia1	jia4,jia1	jia4 jia1	jia4	no	
駖	U+99D6	ling2	hy1	ling2	ling2	ling2	ling2	ling2	ling2	no	
駗	U+99D7	zhen3	hy1	zhen1 zhen3	zhen3	zhen3	zhen3	zhen1	zhen1	no	
駘	U+99D8	tai2,dai4,tai1	hy1	tai2	dai4	tai2 dai4 zhai4 tai1	tai2,dai4,tai1	tai2 dai4 zhai4 tai1	tai2	no	
駙	U+99D9	fu4	hy1	fu4	fu4	fu4	fu4	fu4	fu4	no	
駚	U+99DA	yang3	hy1	yang3	yang3	yang3	yang3	yang3	yang3	no	
駛	U+99DB	shi3	hy1	shi3	shi3	shi3	shi3	shi3	shi3	no	
駜	U+99DC	bi4	hy1	bi4	bi4	bi4	bi4	bi4	bi4	no	
駝	U+99DD	tuo2,chi2	hy1	tuo2	tuo2	tuo2	tuo2,chi2	tuo2	tuo2	no	
駞	U+99DE	tuo2,chi2	hy1	tuo2	tuo2	tuo2	tuo2,chi2	tuo2	tuo2	no	
駟	U+99DF	si4	hy1	si4	si4	si4	si4	si4	si4	no	
駠	U+99E0	liu2	hy1	liu2	liu2		liu2	liu2	liu2	no	
駡	U+99E1	ma4	hy1	ma4	ma4	ma4	ma4	ma4	ma4	no	
駢	U+99E2	pian2	hy1	pian2	pian2	pian2	pian2	pian2	pian2	no	
駣	U+99E3	tao2	hy1	tao2 zhao4	tao2	tao2	tao2	tao2	tao2	no	
駤	U+99E4	zhi4	hy1	zhi4	zhi4	zhi4	zhi4	zhi4	zhi4	no	
駥	U+99E5	rong2	hy1	rong2	rong2	rong2	rong2	rong2 xue4	rong2	no	
駦	U+99E6	teng2	hy1	teng2	teng1		teng2	teng2	teng2	no	
駧	U+99E7	dong4	hy1	dong4	dong4	dong4	dong4	dong4	dong4	no	
駨	U+99E8	xun1,xuan4	hy1	xun2	xuan4	xun1 xuan4	xun1,xuan4	xun2	xun2	no	
駩	U+99E9	quan1	hy1	quan2	quan2	quan1	quan1	quan2	quan2	no	
駪	U+99EA	shen1	hy1	shen1	shen1	shen1	shen1	shen1	shen1	no	
駫	U+99EB	jiong1	hy1	jiong1	jiong1	jiong1	jiong1	jiong1	jiong1	no	
駬	U+99EC	er3	hy1	er3	er3	er3	er3	er3	er3	no	
駭	U+99ED	hai4	hy1	hai4 xie4	hai4	hai4	hai4	hai4	hai4 xie4	no	
駮	U+99EE	bo2	hy1	bo2	bo2	bo2	bo2	bo2	bo2	no	
駯	U+99EF	zhu1	hy1	zhu1	zhu1	zhu1	zhu1		zhu1	no	
駰	U+99F0	yin1	hy1	yin1	yin1	yin1	yin1	yin1	yin1	no	
駱	U+99F1	luo4,jia4	hy1	luo4	luo4	luo4 jia4	luo4,jia4	luo4 jia4	luo4	no	
駲	U+99F2	zhou1	hy1				zhou1			no	
駳	U+99F3	dan4	hy1	dan4	dan4	dan4	dan4	dan4	dan4	no	
駴	U+99F4	hai4	hy1	xie4	xie4		hai4	xie4	xie4	no	
駵	U+99F5	liu2	hy1	liu2	liu2		liu2	liu2	liu2	no	
駶	U+99F6	ju2	hy1	ju2	ju2	ju2	ju2	ju2	ju2	no	
駷	U+99F7	song3	hy1	song3	song3	song3	song3	song3	song3	no	
駸	U+99F8	qin1	hy1	qin1	qin1	qin1	qin1	qin1	qin1	no	
駹	U+99F9	mang2	hy1	mang2	mang2	mang2	mang2	mang2	mang2	no	
駺	U+99FA	liang2	hy1	liang2	lang2	lang2 liang2	liang2	liang2	liang2	no	
駻	U+99FB	han4	hy1	han4	han4	han4	han4	han4	han4	no	
駼	U+99FC	tu2	hy1	tu2	tu2	tu2	tu2	tu2	tu2	no	
駽	U+99FD	xuan1	hy1	xuan4	xuan1	xuan1	xuan1	xuan4 xuan1	xuan4	no	
駾	U+99FE	tui4	hy1	tui4	tui4	tui4	tui4	tui4	tui4	no	
駿	U+99FF	jun4	hy1	jun4	jun4	jun4	jun4	jun4	jun4	no	
騀	U+9A00	e3	hy1	e2	e2	e3 e2	e3	e2 e3	e2	no	
騁	U+9A01	cheng3	hy1	cheng3	cheng3	cheng3	cheng3	cheng3	cheng3	no	
騂	U+9A02	xing1	hy1	xing1	xing1	xing1	xing1	xing1	xing1	no	
騃	U+9A03	ai2,si4	hy1	ai2	ai2	si4 ai2 tai3	ai2,si4	ai2 dai1	ai2	no	
騄	U+9A04	lu4	hy1	lu4	lu4	lu4	lu4	lu4	lu4	no	
騅	U+9A05	zhui1	hy1	zhui1	zhui1	zhui1	zhui1	zhui1	zhui1	no	
騆	U+9A06	zhou1	hy1	zhou1	zhou1	zhou1 dong4	zhou1	zhou1	zhou1	no	
騇	U+9A07	she4	hy1	she4	she4	she4	she4	she3 she4	she4	no	
騈	U+9A08	pian2	hy1	pian2	pian2		pian2	pian2	pian2	no	
騉	U+9A09	kun1	hy1	kun1	kun1	kun1	kun1	kun1	kun1	no	
騊	U+9A0A	tao2	hy1	tao2	tao2	tao2	tao2	tao2	tao2	no	
騋	U+9A0B	lai2	hy1	lai2	lai2	lai2	lai2	lai2	lai2	no	
騌	U+9A0C	zong1	hy1	zong1	zong1		zong1	zong1	zong1	no	
騍	U+9A0D	ke4	hy1	ke4	ke4	ke4	ke4	ke4	ke4	no	
騎	U+9A0E	qi2,qi2	hy1	qi2 ji4	ji4	qi2 ji4	qi2,qi2	qi2 ji4	qi2 ji4	no	
騏	U+9A0F	qi2	hy1	qi2	qi2	qi2	qi2	qi2	qi2	no	
騐	U+9A10	yan4	hy1	yan4	yan4		yan4	yan4	yan4	no	
騑	U+9A11	fei1	hy1	fei1	fei1	fei1	fei1	fei1	fei1	no	
騒	U+9A12	sao1	hy1				sao1	sao1	sao1	no	
験	U+9A13	yan4	hy1				yan4	yan3	yan4	no	
騔	U+9A14	ge2	hy1	jie2 ge3	ge3	ge2	ge2	jie2	jie2 ge3	no	
騕	U+9A15	yao3	hy1	yao3	yao3	yao3	yao3	yao3	yao3	no	
騖	U+9A16	wu4	hy1	wu4	wu4	wu4	wu4	wu4	wu4	no	
騗	U+9A17	pian4	hy1	pian4	pian4		pian4	pian4	pian4	no	
騘	U+9A18	cong1	hy1	cong1	cong1		cong1	cong1	cong1	no	
騙	U+9A19	pian4	hy1	pian4	pian4	pian4	pian4	pian4	pian4	no	
騚	U+9A1A	qian2	hy1	qian2	qian2	qian2	qian2	qian2	qian2	no	
騛	U+9A1B	fei1	hy1	fei1	fei1	fei1	fei1	fei1	fei1	no	
騜	U+9A1C	huang2	hy1	huang2	huang2	huang2	huang2	huang2	huang2	no	
騝	U+9A1D	qian2	hy1	jian1 qian2	jian1	qian2	qian2	jian1	jian1	no	
騞	U+9A1E	huo1	hy1	huo4	huo4	huo1	huo1	huo4 huo1	huo4	no	
騟	U+9A1F	yu2	hy1	yu2	yu2	yu2	yu2	yu4	yu2	no	
騠	U+9A20	ti2	hy1	ti2	ti2	ti2	ti2	ti2	ti2	no	
騡	U+9A21	quan1	hy1	quan2	quan2		quan1	quan2	quan2	no	
騢	U+9A22	xia2	hy1	xia2	xia2	xia2	xia2	xia2	xia2	no	
騣	U+9A23	zong1	hy1	zong1	zong1	zong1	zong1	zong1	zong1	no	
騤	U+9A24	kui2	hy1	kui2	kui2	kui2 jue2	kui2	kui2	kui2	no	
騥	U+9A25	rou2	hy1	rou2	rou2	rou2	rou2	rou2	rou2	no	
騦	U+9A26	si1	hy1	si1	si1	si1	si1	si1	si1	no	
騧	U+9A27	gua1	hy1	gua1	gua1	gua1	gua1	gua1	gua1	no	
騨	U+9A28	tuo2	hy1				tuo2	tuo2	tuo2 tan2	no	
騩	U+9A29	gui1	hy1	kui4	kui4	gui1 tui2	gui1	kui4 gui1	kui4	no	
騪	U+9A2A	sou1	hy1	sou1	sou1	sou1	sou1	sou1	sou1	no	
騫	U+9A2B	qian1,jian3	hy1	qian1	jian3	qian1 jian3	qian1,jian3	qian1 jian3	qian1	no	
騬	U+9A2C	cheng2	hy1	cheng2	cheng2	cheng2	cheng2	cheng2	cheng2	no	
騭	U+9A2D	zhi4	hy1	zhi4	zhi4	zhi4	zhi4	zhi4	zhi4	no	
騮	U+9A2E	liu2	hy1	liu2	liu2	liu2	liu2	liu2	liu2	no	
騯	U+9A2F	peng2	hy1	pang2	bang3	peng2 bang3	peng2	pang2	pang2	no	
騰	U+9A30	teng2	hy1	teng2	teng1	teng2	teng2	teng2	teng2	no	
騱	U+9A31	xi2	hy1	xi1	xi1	xi2	xi2	xi1	xi1	no	
騲	U+9A32	cao3	hy1	cao3	cao3	cao3	cao3	cao3	cao3	no	
騳	U+9A33	du2	hy1	du2	du2	du2	du2	du2	du2	no	
騴	U+9A34	yan4	hy1	yan4	yan4	yan4	yan4	yan4	yan4	no	
騵	U+9A35	yuan2	hy1	yuan2	yuan2	yuan2	yuan2	yuan2	yuan2	no	
騶	U+9A36	zou1,zhu1,zhou4,qu1	hy1	zou1	zou1	zou1 zhu1 zhou4 qu1	zou1,zhu1,zhou4,qu1	zou1 zhou4 zhu1 qu1	zou1	no	
騷	U+9A37	sao1,sao3,xiao1	hy1	sao1	sao1	sao1 sao3 xiao1	sao1,sao3,xiao1	sao1 sao3 xiao1	sao1	no	
騸	U+9A38	shan4	hy1	shan4	shan4	shan4	shan4	shan4	shan4	no	
騹	U+9A39	qi2	hy1	li2	li2		qi2	li2 qi2	li2	no	
騺	U+9A3A	zhi4	hy1	zhi4	zhi4	zhi4 chi4	zhi4	zhi4	zhi4	no	
騻	U+9A3B	shuang1	hy1	shuang3	shuang1		shuang1	shuang3 shuang1	shuang3	no	
騼	U+9A3C	lu4	hy1	lu4	lu4	lu4	lu4	lu4	lu4	no	
騽	U+9A3D	xi2	hy1	xi2	xi2	xi2	xi2	xi2	xi2	no	
騾	U+9A3E	luo2	hy1	luo2	luo2	luo2	luo2	luo2	luo2	no	
騿	U+9A3F	zhang1	hy1	zhang1	zhang1	zhang1	zhang1	zhang1	zhang1	no	
驀	U+9A40	mo4	hy1	mo4	mo4	mo4 ma4	mo4	mo4 ma4	mo4	no	
驁	U+9A41	ao4	hy1	ao4	ao2	ao4 yao4	ao4	ao4 ao2 yao4	ao4	no	
驂	U+9A42	can1	hy1	can1	can1	can1	can1	can1	can1	no	
驃	U+9A43	biao1,piao4	hy1	piao4 biao1	piao4	biao1 piao4	biao1,piao4	piao4 biao1	piao4 biao1	no	
驄	U+9A44	cong1	hy1	cong1	cong1	cong1	cong1	cong1	cong1	no	
驅	U+9A45	qu1	hy1	qu1	qu1	qu1	qu1	qu1	qu1	no	
驆	U+9A46	bi4	hy1	bi4	bi4	bi4	bi4	bi4	bi4	no	
驇	U+9A47	zhi4	hy1	zhi4	zhi4		zhi4	zhi4	zhi4	no	
驈	U+9A48	yu4	hy1	yu4	yu4	yu4	yu4	yu4	yu4	no	
驉	U+9A49	xu1	hy1	xu1	xu1	xu1	xu1	xu1	xu1	no	
驊	U+9A4A	hua2	hy1	hua2	hua2	hua2	hua2	hua2	hua2	no	
驋	U+9A4B	bo1	hy1	bo1	bo1	bo1	bo1	bo1	bo1	no	
驌	U+9A4C	su4	hy1	su4	su4	su4	su4	su4	su4	no	
驍	U+9A4D	xiao1	hy1	xiao1	xiao1	xiao1	xiao1	xiao1	xiao1	no	
驎	U+9A4E	lin2	hy1	lin2	lin2	lin2	lin2	lin2	lin2	no	
驏	U+9A4F	zhan4	hy1	zhan4	zhan4	zhan4	zhan4	chan3 zhan4	zhan4	no	
驐	U+9A50	dun1	hy1	dun1	dun1	dun1	dun1	dun1	dun1	no	
驑	U+9A51	liu2	hy1	liu2	liu2		liu2	liu2	liu2	no	
驒	U+9A52	tuo2,dian1,tan1	hy1	tuo2	tuo2	tuo2	tuo2,dian1,tan1	tuo2	tuo2	no	
驓	U+9A53	ceng2	hy1	zeng1	ceng2	ceng2	ceng2	zeng1	zeng1	no	
驔	U+9A54	dian4	hy1	tan2	dian4	dian4	dian4	tan2 dian4	tan2	no	
驕	U+9A55	jiao1,xiao1,qiao2,jiao1	hy1	jiao1	jiao1	jiao1 xiao1 ju1 qiao2	jiao1,xiao1,qiao2,jiao1	jiao1 xiao1 ju1 qiao2	jiao1	no	
驖	U+9A56	tie3	hy1	tie3	tie3	tie3	tie3	tie3	tie3	no	
驗	U+9A57	yan4	hy1	yan4	yan4	yan4	yan4	yan4	yan4	no	
驘	U+9A58	luo2	hy1	luo2	luo2		luo2	luo2	luo2	no	
驙	U+9A59	zhan1	hy1	zhan1	zhan1	zhan1 zhan4	zhan1	zhan1	zhan1	no	
驚	U+9A5A	jing1	hy1	jing1	jing1	jing1	jing1	jing1	jing1	no	
驛	U+9A5B	yi4	hy1	yi4	yi4	yi4	yi4	yi4	yi4	no	
驜	U+9A5C	ye4	hy1	ye4	ye4	ye4	ye4	ye4	ye4	no	
驝	U+9A5D	tuo1	hy1	zhe2 tuo1	tuo1		tuo1	tuo1	zhe2 tuo1	no	
驞	U+9A5E	pin1	hy1	bin1	bing1	pin1	pin1	bin1	bin1	no	
驟	U+9A5F	zhou4	hy1	zou4 zhou4	zou4	zhou4	zhou4	zou4 zhou4	zou4 zhou4	no	
驠	U+9A60	yan4	hy1	yan4	yan4	yan4	yan4	yan4	yan4	no	
驡	U+9A61	long2,zang3	hy1	long2 zang3	long2	long2 zang3	long2,zang3	peng2	long2 zang3	no	
驢	U+9A62	lv1	hy1	lü2	lü2	lv2	lv1	lü2	lü2	no	
驣	U+9A63	teng2	hy1	teng2	teng1		teng2	teng2	teng2	no	
驤	U+9A64	xiang1	hy1	xiang1	xiang1	xiang1	xiang1	xiang1	xiang1	no	
驥	U+9A65	ji4	hy1	ji4	ji4	ji4	ji4	ji4	ji4	no	
驦	U+9A66	shuang1	hy1	shuang1	shuang1	shuang1	shuang1	shuang1	shuang1	no	
驧	U+9A67	ju2	hy1	ju2	ju2	ju2	ju2	ju2	ju2	no	
驨	U+9A68	xi2	hy1	xi1	xi1	xi2	xi2	xi1	xi1	no	
驩	U+9A69	huan1	hy1	huan1	huan1	huan1	huan1	huan1	huan1	no	
驪	U+9A6A	li2,chi2	hy1	li2	li2	li2 chi2	li2,chi2	li2 chi2	li2	no	
驫	U+9A6B	biao1,piao1	hy1	biao1	biao1	biao1 piao1	biao1,piao1	biao1	biao1	no	
马	U+9A6C	ma3	hy1				ma3	ma3	ma3	no	
驭	U+9A6D	yu4	hy1				yu4	yu4	yu4	no	
驮	U+9A6E	tuo2,duo4	hy1				tuo2,duo4	tuo2 duo4	tuo2 duo4	no	
驯	U+9A6F	xun2	hy1				xun2	xun2 xun4	xun2 xun4	no	
驰	U+9A70	chi2,tuo2	hy1				chi2,tuo2	chi2	chi2	no	
驱	U+9A71	qu1	hy1				qu1	qu1	qu1	no	
驲	U+9A72	ri4	hy1				ri4	ri4	ri4	no	
驳	U+9A73	bo2	hy1				bo2	bo2	bo2	no	
驴	U+9A74	lv1	hy1				lv1	lü2	lü2	no	
驵	U+9A75	zang3 zu4,zu3	hy1				zang3 zu4,zu3	zang3 zu3 zu4	zang3 zu3 zu4	no	
驶	U+9A76	shi3	hy1				shi3	shi3	shi3	no	
驷	U+9A77	si4	hy1				si4	si4	si4	no	
驸	U+9A78	fu4	hy1				fu4	fu4	fu4	no	
驹	U+9A79	ju1,ju4	hy1				ju1,ju4	ju1	ju1	no	
驺	U+9A7A	zou1,zhu1,zhou4,qu1	hy1				zou1,zhu1,zhou4,qu1	zou1 zhou4	zou1 zhou4	no	
驻	U+9A7B	zhu4	hy1				zhu4	zhu4	zhu4	no	
驼	U+9A7C	tuo2	hy1				tuo2	tuo2	tuo2	no	
驽	U+9A7D	nu2	hy1				nu2	nu2	nu2	no	
驾	U+9A7E	jia4,jia1	hy1				jia4,jia1	jia4	jia4	no	
驿	U+9A7F	yi4	hy1				yi4	yi4	yi4	no	
骀	U+9A80	tai2,dai4,tai1	hy1				tai2,dai4,tai1	tai2	tai2 dai4	no	
骁	U+9A81	xiao1	hy1				xiao1	xiao1	xiao1	no	
骂	U+9A82	ma4	hy1				ma4	ma4	ma4	no	
骃	U+9A83	yin1	hy1				yin1	yin1	yin1	no	
骄	U+9A84	jiao1,xiao1,qiao2,jiao1	hy1				jiao1,xiao1,qiao2,jiao1	jiao1 xiao1	jiao1 xiao1	no	
骅	U+9A85	hua2	hy1				hua2	hua2	hua2	no	
骆	U+9A86	luo4,jia4	hy1				luo4,jia4	luo4	luo4	no	
骇	U+9A87	hai4	hy1				hai4	hai4	hai4	no	
骈	U+9A88	pian2	hy1				pian2	pian2	pian2	no	
骉	U+9A89	biao1,piao1	hy1				biao1,piao1	biao1	biao1	no	
骊	U+9A8A	li2,chi2	hy1				li2,chi2	li2	li2	no	
骋	U+9A8B	cheng3	hy1				cheng3	cheng3	cheng3	no	
验	U+9A8C	yan4	hy1				yan4	yan4	yan4	no	
骍	U+9A8D	xing1	hy1				xing1	xin1	xing1	no	
骎	U+9A8E	qin1	hy1				qin1	qin1	qin1	no	
骏	U+9A8F	jun4	hy1				jun4	jun4	jun4	no	
骐	U+9A90	qi2	hy1				qi2	qi2	qi2	no	
骑	U+9A91	qi2,qi2	hy1				qi2,qi2	qi2 ji4	qi2 ji4	no	
骒	U+9A92	ke4	hy1				ke4	ke4	ke4	no	
骓	U+9A93	zhui1	hy1				zhui1	zhui1	zhui1	no	
骔	U+9A94	zong1	hy1				zong1	zong1	zong1	no	
骕	U+9A95	su4	hy1				su4	su4	su4	no	
骖	U+9A96	can1	hy1				can1	can1	can1	no	
骗	U+9A97	pian4	hy1				pian4	pian4	pian4	no	
骘	U+9A98	zhi4	hy1				zhi4	zhi4	zhi4	no	
骙	U+9A99	kui2	hy1				kui2	kui2	kui2	no	
骚	U+9A9A	sao1,sao3,xiao1	hy1				sao1,sao3,xiao1	sao1 sao3	sao1 sao3	no	
骛	U+9A9B	wu4	hy1				wu4	wu4	wu4	no	
骜	U+9A9C	ao4	hy1				ao4	ao2 ao4	ao2 ao4	no	
骝	U+9A9D	liu2	hy1				liu2	liu2	liu2	no	
骞	U+9A9E	qian1,jian3	hy1				qian1,jian3	qian1	qian1	no	
骟	U+9A9F	shan4	hy1				shan4	shan4	shan4	no	
骠	U+9AA0	biao1,piao4	hy1				biao1,piao4	piao4 biao1	piao4 biao1	no	
骡	U+9AA1	luo2	hy1				luo2	luo2	luo2	no	
骢	U+9AA2	cong1	hy1				cong1	cong1	cong1	no	
骣	U+9AA3	zhan4	hy1				zhan4	chan3 zhan4	chan3 zhan4	no	
骤	U+9AA4	zhou4	hy1				zhou4	zou4 zhou4	zou4 zhou4	no	
骥	U+9AA5	ji4	hy1				ji4	ji4	ji4	no	
骦	U+9AA6	shuang1	hy1				shuang1	shuang1	shuang1	no	
骧	U+9AA7	xiang1	hy1				xiang1	xiang1	xiang1	no	
骨	U+9AA8	gu3,gu1	hy1	gu3 gu2 gu1	gu1	gu3 gu2 gu1	gu3,gu1	gu3 gu1 gu2	gu3 gu2 gu1	no	
骩	U+9AA9	wei3	hy1	wei3	wei3		wei3	wei3	wei3	no	
骪	U+9AAA	wei3	hy1	wei3	wei3		wei3	wei3	wei3	no	
骫	U+9AAB	wei3,wan2	hy1	wei3	wei3	wei3 wan2	wei3,wan2	wei3	wei3	no	
骬	U+9AAC	yu2	hy1	yu2	yu2		yu2	yu2	yu2	no	
骭	U+9AAD	gan4	hy1	gan4	gan4	gan4	gan4	gan4	gan4	no	
骮	U+9AAE	yi4	hy1	yi4	yi4	yi4	yi4	yi4	yi4	no	
骯	U+9AAF	kang3,kang3	hy1	ang1	kang3	kang3 ang1	kang3,kang3	ang1 kang3	ang1	no	
骰	U+9AB0	tou2	hy1	tou2 gu3	tou2	gu3 tou2	tou2	tou2 gu3	tou2 gu3	no	
骱	U+9AB1	jie4	hy1	xie4 jie4	xie4	jia2 jie4 xie4	jie4	xie4 ga4 jie4 jia2	xie4 jie4	no	
骲	U+9AB2	bao4	hy1	bao4	bao4	bao4	bao4	bao1	bao4	no	
骳	U+9AB3	bei4,pi2	hy1	bi4	bi4	bei4	bei4,pi2	bi4 bei4	bi4	no	
骴	U+9AB4	ci1	hy1	ci1	ci1	ci1 zhai4	ci1	chi1 ci1	ci1	no	
骵	U+9AB5	ti3	hy1	ti3	ti3		ti3	ti3 ti1	ti3	no	
骶	U+9AB6	di3	hy1	di3	di4	di3	di3	di3	di3	no	
骷	U+9AB7	ku1	hy1	ku1	ku1	ku1	ku1	ku1	ku1	no	
骸	U+9AB8	hai2	hy1	hai2	hai2	hai2 gai1	hai2	hai2 gai1	hai2	no	
骹	U+9AB9	qiao1,xiao1	hy1	qiao1	qiao1	qiao1 jiao1 xiao1	qiao1,xiao1	qiao1 xiao1	qiao1	no	
骺	U+9ABA	hou2	hy1	hou2	hou2	hou2	hou2	gou4 hou2	hou2	no	
骻	U+9ABB	kua4	hy1	kua4	kua4	kua4	kua4	kua4	kua4	no	
骼	U+9ABC	ge2	hy1	ge2	ge2	ge2	ge2	ge2	ge2	no	
骽	U+9ABD	tui3	hy1	tui3	tui3	tui3	tui3	tui3	tui3	no	
骾	U+9ABE	geng3	hy1	geng3	geng3	geng3	geng3	geng3	geng3	no	
骿	U+9ABF	pian2	hy1	pian2	pian2	pian2	pian2	pian2	pian2	no	
髀	U+9AC0	bi4	hy1	bi4	bi4	bi4	bi4	bi4	bi4	no	
髁	U+9AC1	ke1,kua4	hy1	ke1 kua4	ke1	ke1 kua4	ke1,kua4	ke1 kua4	ke1 kua4	no	
髂	U+9AC2	qia4,ge2	hy1	qia4 ge2	ka4	qia4 ge2	qia4,ge2	ka4 qia4 ge2	qia4 ge2	no	
髃	U+9AC3	yu2	hy1	yu2	ou3	yu2	yu2	yu2	yu2	no	
髄	U+9AC4	sui3	hy1	sui3	sui3		sui3	sui3	sui3	no	
髅	U+9AC5	lou2	hy1				lou2	lou2	lou2	no	
髆	U+9AC6	bo2	hy1	bo2	bo2	bo2 po4	bo2	bo2	bo2	no	
髇	U+9AC7	xiao1	hy1	xiao1	xiao1	xiao1	xiao1	xiao1	xiao1	no	
髈	U+9AC8	pang3,bang3	hy1	pang2 pang3 bang3	bang3	pang2 pang3 bang3	pang3,bang3	pang2 bang3	pang2 pang3 bang3	no	
髉	U+9AC9	bo2,jue2	hy1	bo1	bo2	bo2 jue2	bo2,jue2	bo1	bo1	no	
髊	U+9ACA	ci1	hy1	cuo1	ci2 ci2	ci1 cuo1	ci1	ci1	cuo1	no	
髋	U+9ACB	kuan1	hy1				kuan1	kuan1	kuan1	no	
髌	U+9ACC	bin4	hy1				bin4	bin4	bin4	no	
髍	U+9ACD	mo2	hy1	mo2	mo2	mo2	mo2	mo2	mo2	no	
髎	U+9ACE	liao2	hy1	liao2	liao2	liao2	liao2	liao2	liao2	no	
髏	U+9ACF	lou2	hy1	lou2	lou2	lou2	lou2	lou2	lou2	no	
髐	U+9AD0	xiao1	hy1	nao2	xiao1	xiao1	xiao1	nao2 xiao1	nao2	no	
髑	U+9AD1	du2	hy1	du2	du2	du2	du2	du2	du2	no	
髒	U+9AD2	zang3,zang1	hy1	zang1	zang1	zang3 zang1	zang3,zang1	zang1 zang3	zang1	no	
髓	U+9AD3	sui3	hy1	sui3	sui3	sui3	sui3	sui3	sui3	no	
體	U+9AD4	ti3,ti1	hy1	ti3	ti3	ti3 ti1	ti3,ti1	ti3 ti1	ti3	no	
髕	U+9AD5	bin4	hy1	bin4	bing4	bin4	bin4	bin4	bin4	no	
髖	U+9AD6	kuan1	hy1	kuan1	kuan1	kuan1	kuan1	kuan1	kuan1	no	
髗	U+9AD7	lu2	hy1	lu2	lu2		lu2	lu2	lu2	no	
高	U+9AD8	gao1	hy1	gao1	gao1	gao1 gao4	gao1	gao1 gao4	gao1	no	
髙	U+9AD9	gao1	hy1	gao1	gao1		gao1	gao1	gao1	no	
髚	U+9ADA	qiao4	hy1	qiao4	qiao4	qiao4	qiao4	qiao4	qiao4	no	
髛	U+9ADB	kao1	hy1	kao1	kao1	kao1	kao1	kao1	kao1	no	
髜	U+9ADC	qiao3	hy1	qiao1	qiao1	qiao3	qiao3	qiao1	qiao1	no	
髝	U+9ADD	lao2	hy1	lao4	lao2	lao2	lao2	lao4	lao4	no	
髞	U+9ADE	sao4	hy1	zao4	sao4	sao4	sao4	zao4	zao4	no	
髟	U+9ADF	biao1,piao4	hy1	biao1 shan1	biao1	biao1 piao4 shan1	biao1,piao4	biao1 shan1 piao4	biao1 shan1	no	
髠	U+9AE0	kun1	hy1	kun1	kun1		kun1	kun1	kun1	no	
髡	U+9AE1	kun1	hy1	kun1	kun1	kun1	kun1	kun1	kun1	no	
髢	U+9AE2	ti4	hy1	ti4	ti4		ti4	ti4 di2 di4	ti4	no	
髣	U+9AE3	fang3	hy1	fang3	fang3	fang3	fang3	fang3	fang3	no	
髤	U+9AE4	xiu1	hy1	xiu1	xiu1	xiu1	xiu1	xiu1	xiu1	no	
髥	U+9AE5	ran2	hy1	ran2	ran2		ran2	ran2	ran2	no	
髦	U+9AE6	mao2	hy1	mao2	mao2	mao2	mao2	mao2 li2	mao2	no	
髧	U+9AE7	dan4	hy1	dan4	dan4	dan4	dan4	dan4	dan4	no	
髨	U+9AE8	kun1	hy1	kun1	kun1		kun1	kun1	kun1	no	
髩	U+9AE9	bin4	hy1	bin4	bing4	bin4	bin4	bin4	bin4	no	
髪	U+9AEA	fa4	hy1	fa4	fa3		fa4	fa4	fa4	no	
髫	U+9AEB	tiao2	hy1	tiao2	tiao2	tiao2	tiao2	tiao2	tiao2	no	
髬	U+9AEC	pi1	hy1	pi1	pi1	pi1	pi1	pi1	pi1	no	
髭	U+9AED	zi1	hy1	zi1	zi1	zi1	zi1	zi1	zi1	no	
髮	U+9AEE	fa4	hy1	fa4	fa3	fa4	fa4	fa4 fa3	fa4	no	
髯	U+9AEF	ran2	hy1	ran2 ran3	ran2	ran2	ran2	ran2	ran2 ran3	no	
髰	U+9AF0	ti4	hy1	ti4	ti4	ti4	ti4	ti4	ti4	no	
髱	U+9AF1	bao4	hy1	pao4	pao4	bao4	bao4	pao4	pao4	no	
髲	U+9AF2	bi4	hy1	pi4	bi4	bi4	bi4	pi1 bi4	pi4	no	
髳	U+9AF3	mao2,meng2	hy1	mao2	mao2	mao2 rou2 meng2	mao2,meng2	mao2	mao2	no	
髴	U+9AF4	fu2,fu2,fei4	hy1	fu2 fo2	fu2	fu2 fei4	fu2,fu2,fei4	fu2 fei4	fu2 fo2	no	
髵	U+9AF5	er2	hy1	er2	er2	er2	er2	er2	er2	no	
髶	U+9AF6	rong2	hy1	rong2	rong2	rong2 er4	rong2	rong2	rong2	no	
髷	U+9AF7	qu1	hy1	qu1	qu1	qu1	qu1	qu1	qu1	no	
髸	U+9AF8	gong1	hy1	gong1	gong1	gong1	gong1		gong1	no	
髹	U+9AF9	xiu1	hy1	xiu1	xiu1	xiu1	xiu1	xiu1	xiu1	no	
髺	U+9AFA	kuo4,yue4	hy1	gua4	gua1	kuo4 yue4	kuo4,yue4	gua4 kuo4	gua4	no	
髻	U+9AFB	ji4,jie2	hy1	ji4	ji4	ji4 jie2	ji4,jie2	ji4 jie2	ji4	no	
